sid,name,year,month,max_wind_kt,max_wind_kmh,lat_min,lat_max,lat_mean,lon_min,lon_max,lon_mean,start_time,end_time,decade,era,category,duration_hours,reached_mindanao
1996246N08148,SALLY,1996,9,138.0,255.57600000000002,14.0,20.3,17.200000000000003,115.7,134.8,127.48387096774194,1996-09-04 18:00:00,1996-09-08 12:00:00,1990s,Pre-2010,Cat 5,90.0,False
1996250N08148,UNNAMED,1996,9,28.0,51.856,14.5,16.9,15.51,115.9,135.0,124.965,1996-09-08 18:00:00,1996-09-11 03:00:00,1990s,Pre-2010,TD,57.0,False
1996254N13138,VIOLET,1996,9,130.0,240.76000000000002,14.9,25.0,19.233766233766232,126.3,134.8,129.58311688311687,1996-09-10 12:00:00,1996-09-20 00:00:00,1990s,Pre-2010,Cat 4,228.0,False
1996268N15140,ZANE,1996,9,108.0,200.01600000000002,16.4,24.8,20.338709677419356,125.2,134.5,128.04193548387096,1996-09-24 21:00:00,1996-09-28 15:00:00,1990s,Pre-2010,Cat 3,90.0,False
1996282N11162,ABEL:BETH,1996,10,90.0,166.68,15.7,18.8,17.43888888888889,115.4,134.9,125.3648148148148,1996-10-13 06:00:00,1996-10-19 21:00:00,1990s,Pre-2010,Cat 2,159.0,False
1996283N12133,BETH,1996,10,50.0,92.60000000000001,12.0,19.8,16.297435897435896,115.1,133.0,123.15128205128204,1996-10-09 06:00:00,1996-10-14 00:00:00,1990s,Pre-2010,TS,114.0,False
1996299N11121,UNNAMED,1996,10,15.0,27.78,8.6,10.5,9.32,115.5,121.0,118.38,1996-10-24 12:00:00,1996-10-25 15:00:00,1990s,Pre-2010,TD,27.0,True
1996303N07155,ERNIE,1996,11,50.0,92.60000000000001,5.1,18.5,10.995918367346938,117.7,134.9,123.87346938775511,1996-11-03 18:00:00,1996-11-09 18:00:00,1990s,Pre-2010,TS,144.0,True
1996305N11121,UNNAMED,1996,10,25.0,46.300000000000004,10.8,12.5,11.399999999999999,115.3,120.8,118.14615384615385,1996-10-31 06:00:00,1996-11-01 18:00:00,1990s,Pre-2010,TD,36.0,False
1996307N09154,DALE,1996,11,140.0,259.28000000000003,16.2,25.0,20.394444444444446,131.2,134.5,132.1277777777778,1996-11-09 21:00:00,1996-11-12 00:00:00,1990s,Pre-2010,Cat 5,51.0,False
1996312N14125,ERNIE,1996,11,45.0,83.34,13.8,20.2,17.85081967213115,115.1,125.4,120.01803278688526,1996-11-06 12:00:00,1996-11-14 00:00:00,1990s,Pre-2010,TS,180.0,False
1996328N08151,UNNAMED,1996,11,25.0,46.300000000000004,8.5,16.0,13.209677419354838,125.6,134.5,128.958064516129,1996-11-28 06:00:00,1996-12-02 00:00:00,1990s,Pre-2010,TD,90.0,True
1996356N08110,GREG,1996,12,45.0,83.34,5.2,6.6,6.11,115.2,122.4,118.19000000000001,1996-12-25 12:00:00,1996-12-26 15:00:00,1990s,Pre-2010,TS,27.0,True
1997011N04176,HANNAH,1997,1,45.0,83.34,8.4,11.3,9.829629629629629,127.6,134.7,131.3574074074074,1997-01-20 21:00:00,1997-01-27 12:00:00,1990s,Pre-2010,TS,159.0,True
1997143N17111,LEVI,1997,5,45.0,83.34,16.3,24.6,18.400000000000002,115.3,127.8,122.44871794871794,1997-05-24 09:00:00,1997-05-29 03:00:00,1990s,Pre-2010,TS,114.0,False
1997165N12139,OPAL,1997,6,90.0,166.68,13.3,24.8,17.00588235294118,132.4,134.8,133.16176470588235,1997-06-14 12:00:00,1997-06-18 15:00:00,1990s,Pre-2010,Cat 2,99.0,False
1997167N06162,PETER,1997,6,65.0,120.38000000000001,13.0,24.9,16.71282051282051,126.4,135.0,129.1128205128205,1997-06-22 00:00:00,1997-06-26 18:00:00,1990s,Pre-2010,Cat 1,114.0,False
1997196N08142,ROSIE,1997,7,140.0,259.28000000000003,15.1,24.6,19.053333333333335,131.9,135.0,132.74666666666667,1997-07-20 21:00:00,1997-07-24 12:00:00,1990s,Pre-2010,Cat 5,87.0,False
1997202N04152,TINA,1997,7,90.0,166.68,13.4,24.9,17.001851851851853,126.2,135.0,130.73333333333335,1997-07-29 15:00:00,1997-08-06 12:00:00,1990s,Pre-2010,Cat 2,189.0,False
1997210N15120,VICTOR,1997,7,23.0,42.596000000000004,15.0,16.3,15.41111111111111,115.0,119.6,117.13888888888889,1997-07-28 12:00:00,1997-07-30 15:00:00,1990s,Pre-2010,TD,51.0,False
1997217N06168,WINNIE,1997,8,93.0,172.23600000000002,23.0,24.9,23.9,127.7,134.9,131.39375,1997-08-15 06:00:00,1997-08-17 03:00:00,1990s,Pre-2010,Cat 2,45.0,False
1997232N14136,AMBER,1997,8,110.0,203.72,13.8,24.7,17.38918918918919,120.4,135.0,128.75135135135136,1997-08-20 00:00:00,1997-08-29 03:00:00,1990s,Pre-2010,Cat 3,219.0,False
1997232N17115,ZITA,1997,8,43.0,79.63600000000001,16.9,19.8,18.457142857142856,115.0,117.4,116.25714285714285,1997-08-19 12:00:00,1997-08-21 03:00:00,1990s,Pre-2010,TS,39.0,False
1997238N19112,CASS,1997,8,45.0,83.34,17.2,24.8,19.599999999999998,115.1,118.4,117.09411764705882,1997-08-28 06:00:00,1997-08-30 06:00:00,1990s,Pre-2010,TS,48.0,False
1997240N12193,OLIWA,1997,9,85.0,157.42000000000002,25.0,25.0,25.0,134.9,134.9,134.9,1997-09-13 06:00:00,1997-09-13 06:00:00,1990s,Pre-2010,Cat 2,0.0,False
1997273N13151,UNNAMED,1997,10,28.0,51.856,19.1,19.6,19.4125,131.3,134.7,132.9375,1997-10-06 21:00:00,1997-10-07 18:00:00,1990s,Pre-2010,TD,21.0,False
1997283N07177,IVAN,1997,10,158.0,292.61600000000004,14.5,24.8,18.32982456140351,122.0,134.7,126.39473684210526,1997-10-16 12:00:00,1997-10-23 12:00:00,1990s,Pre-2010,Cat 5,168.0,False
1997298N06140,LINDA,1997,10,33.0,61.116,8.1,11.8,10.340909090909092,115.1,134.7,126.28636363636365,1997-10-26 06:00:00,1997-10-31 15:00:00,1990s,Pre-2010,TD,129.0,True
1997299N07169,KEITH,1997,11,118.0,218.536,17.6,18.4,17.975,134.9,135.0,134.95,1997-11-04 21:00:00,1997-11-05 06:00:00,1990s,Pre-2010,Cat 4,9.0,False
1997311N10151,MORT,1997,11,65.0,120.38000000000001,12.9,16.0,14.278378378378378,120.5,134.8,127.45675675675675,1997-11-12 06:00:00,1997-11-16 18:00:00,1990s,Pre-2010,Cat 1,108.0,False
1997333N06194,PAKA,1997,12,118.0,218.536,16.3,20.1,17.853571428571428,131.4,134.7,132.53571428571428,1997-12-19 15:00:00,1997-12-23 00:00:00,1990s,Pre-2010,Cat 4,81.0,False
1998187N17132,UNNAMED,1998,7,30.0,55.56,17.2,25.0,20.765853658536585,121.7,132.3,128.26829268292684,1998-07-06 00:00:00,1998-07-11 00:00:00,1990s,Pre-2010,TD,120.0,False
1998188N18117,NICHOLE,1998,7,48.0,88.896,18.3,24.6,22.42391304347826,117.0,120.1,118.66739130434782,1998-07-07 00:00:00,1998-07-12 15:00:00,1990s,Pre-2010,TS,135.0,False
1998213N14128,OTTO,1998,8,90.0,166.68,14.1,25.0,18.20357142857143,119.9,128.0,124.34285714285714,1998-08-01 06:00:00,1998-08-04 15:00:00,1990s,Pre-2010,Cat 2,81.0,False
1998217N10130,PENNY,1998,8,45.0,83.34,10.2,19.8,15.656756756756755,115.1,129.9,123.3081081081081,1998-08-05 06:00:00,1998-08-09 18:00:00,1990s,Pre-2010,TS,108.0,False
1998233N18115,UNNAMED,1998,8,29.0,53.708000000000006,17.8,17.8,17.8,115.4,115.4,115.4,1998-08-21 06:00:00,1998-08-21 06:00:00,1990s,Pre-2010,TD,0.0,False
1998235N17131,REX,1998,8,53.0,98.156,16.6,25.0,20.875999999999998,128.5,133.6,130.58,1998-08-22 12:00:00,1998-08-25 12:00:00,1990s,Pre-2010,TS,72.0,False
1998243N23122,UNNAMED,1998,8,25.0,46.300000000000004,22.6,24.9,24.0,122.4,125.6,123.64444444444445,1998-08-31 06:00:00,1998-09-01 06:00:00,1990s,Pre-2010,TD,24.0,False
1998254N20116,UNNAMED,1998,9,29.0,53.708000000000006,20.2,20.5,20.36,115.0,115.7,115.38,1998-09-11 06:00:00,1998-09-11 18:00:00,1990s,Pre-2010,TD,12.0,False
1998258N19126,TODD,1998,9,125.0,231.5,19.4,24.7,21.14782608695652,126.1,134.8,131.20434782608694,1998-09-14 18:00:00,1998-09-17 12:00:00,1990s,Pre-2010,Cat 4,66.0,False
1998259N17118,VICKI,1998,9,83.0,153.716,16.0,24.8,17.997560975609755,117.9,129.9,121.53658536585365,1998-09-16 00:00:00,1998-09-21 00:00:00,1990s,Pre-2010,Cat 2,120.0,False
1998267N13134,YANNI,1998,9,50.0,92.60000000000001,12.9,24.9,19.333333333333332,122.2,134.2,126.8638888888889,1998-09-24 06:00:00,1998-09-28 15:00:00,1990s,Pre-2010,TS,105.0,False
1998277N24122,UNNAMED,1998,10,30.0,55.56,23.8,25.0,24.195833333333336,122.2,123.0,122.66250000000001,1998-10-04 00:00:00,1998-10-06 21:00:00,1990s,Pre-2010,TD,69.0,False
1998281N11151,ZEB,1998,10,155.0,287.06,11.0,24.6,16.647368421052633,120.9,134.9,125.49736842105263,1998-10-11 12:00:00,1998-10-16 03:00:00,1990s,Pre-2010,Cat 5,111.0,False
1998283N13149,UNNAMED,1998,10,30.0,55.56,14.3,18.2,16.985714285714288,127.0,134.4,130.1142857142857,1998-10-12 00:00:00,1998-10-12 18:00:00,1990s,Pre-2010,TD,18.0,False
1998285N12149,BABS,1998,10,135.0,250.02,10.7,25.0,15.347000000000001,115.9,134.8,124.167,1998-10-15 09:00:00,1998-10-27 18:00:00,1990s,Pre-2010,Cat 4,297.0,False
1998315N09116,CHIP,1998,11,23.0,42.596000000000004,9.3,9.4,9.350000000000001,115.4,115.6,115.5,1998-11-10 18:00:00,1998-11-10 21:00:00,1990s,Pre-2010,TD,3.0,True
1998321N11117,DAWN,1998,11,20.0,37.04,9.5,11.5,10.457142857142857,115.4,117.2,116.47142857142856,1998-11-16 12:00:00,1998-11-17 06:00:00,1990s,Pre-2010,TD,18.0,True
1998327N09126,ELVIS,1998,11,30.0,55.56,9.2,12.3,10.7125,115.3,126.2,120.76875,1998-11-22 12:00:00,1998-11-24 09:00:00,1990s,Pre-2010,TD,45.0,True
1998342N06141,FAITH,1998,12,90.0,166.68,9.5,12.0,11.142307692307693,115.2,135.0,124.9423076923077,1998-12-09 00:00:00,1998-12-12 03:00:00,1990s,Pre-2010,Cat 2,75.0,True
1998351N11125,UNNAMED,1998,12,25.0,46.300000000000004,10.9,18.7,14.505882352941176,119.8,125.0,121.8941176470588,1998-12-17 00:00:00,1998-12-19 00:00:00,1990s,Pre-2010,TD,48.0,False
1998353N13113,UNNAMED,1998,12,30.0,55.56,17.9,19.7,18.900000000000002,115.0,117.2,115.97272727272728,1998-12-20 18:00:00,1998-12-22 00:00:00,1990s,Pre-2010,TD,30.0,False
1999045N11138,IRIS,1999,2,35.0,64.82000000000001,11.3,15.2,12.566666666666666,127.2,134.9,130.49333333333334,1999-02-15 09:00:00,1999-02-19 00:00:00,1990s,Pre-2010,TS,87.0,False
1999096N10136,UNNAMED,1999,4,35.0,64.82000000000001,10.3,13.9,12.49090909090909,123.3,134.8,130.02424242424243,1999-04-06 00:00:00,1999-04-10 00:00:00,1990s,Pre-2010,TS,96.0,False
1999111N08126,KATE,1999,4,63.0,116.676,7.6,21.2,14.417777777777777,125.5,134.9,128.68444444444444,1999-04-21 00:00:00,1999-04-26 12:00:00,1990s,Pre-2010,TS,132.0,True
1999116N14114,LEO,1999,4,108.0,200.01600000000002,19.3,21.2,20.383333333333333,115.0,115.6,115.35833333333333,1999-04-30 09:00:00,1999-05-01 18:00:00,1990s,Pre-2010,Cat 3,33.0,False
1999151N09132,MAGGIE,1999,5,103.0,190.756,9.3,22.8,15.289655172413791,115.5,131.8,127.36206896551724,1999-05-30 12:00:00,1999-06-06 15:00:00,1990s,Pre-2010,Cat 3,171.0,True
1999155N15117,UNNAMED,1999,6,29.0,53.708000000000006,14.5,16.0,14.958333333333334,115.2,116.5,115.95,1999-06-03 12:00:00,1999-06-06 06:00:00,1990s,Pre-2010,TD,66.0,False
1999201N25134,UNNAMED,1999,7,20.0,37.04,24.6,25.0,24.8,134.0,134.0,134.0,1999-07-19 12:00:00,1999-07-19 15:00:00,1990s,Pre-2010,TD,3.0,False
1999203N17129,NEIL,1999,7,40.0,74.08,17.0,24.4,19.24814814814815,124.1,128.8,126.02962962962964,1999-07-22 06:00:00,1999-07-25 12:00:00,1990s,Pre-2010,TS,78.0,False
1999204N17117,UNNAMED,1999,7,35.0,64.82000000000001,16.5,25.0,19.141176470588235,115.1,117.5,116.2,1999-07-23 00:00:00,1999-07-27 15:00:00,1990s,Pre-2010,TS,111.0,False
1999208N06139,OLGA,1999,7,63.0,116.676,12.1,24.8,18.91923076923077,129.4,135.0,132.40769230769232,1999-07-28 21:00:00,1999-08-01 00:00:00,1990s,Pre-2010,TS,75.0,False
1999218N21116,RACHEL,1999,8,35.0,64.82000000000001,21.0,25.0,22.48125,115.8,123.9,118.81875,1999-08-05 18:00:00,1999-08-07 15:00:00,1990s,Pre-2010,TS,45.0,False
1999230N12129,SAM,1999,8,65.0,120.38000000000001,11.6,21.7,17.042857142857144,115.2,128.9,122.59714285714284,1999-08-17 18:00:00,1999-08-22 00:00:00,1990s,Pre-2010,Cat 1,102.0,False
1999241N12133,WENDY,1999,8,40.0,74.08,11.5,24.6,15.683673469387756,115.2,133.4,125.30204081632654,1999-08-29 06:00:00,1999-09-04 06:00:00,1990s,Pre-2010,TS,144.0,False
1999253N17124,YORK,1999,9,68.0,125.936,16.7,21.8,18.540816326530614,115.0,124.2,119.67551020408165,1999-09-09 18:00:00,1999-09-15 18:00:00,1990s,Pre-2010,Cat 1,144.0,False
1999260N20130,BART,1999,9,80.0,148.16,19.8,25.0,22.379487179487178,125.3,130.7,127.7025641025641,1999-09-17 00:00:00,1999-09-21 18:00:00,1990s,Pre-2010,Cat 1,114.0,False
1999266N18113,CAM,1999,9,45.0,83.34,19.9,22.1,21.191666666666666,115.0,115.5,115.3,1999-09-24 12:00:00,1999-09-25 21:00:00,1990s,Pre-2010,TS,33.0,False
1999275N16135,DAN,1999,10,105.0,194.46,16.2,25.0,19.2765625,117.7,135.0,123.3921875,1999-10-01 12:00:00,1999-10-09 09:00:00,1990s,Pre-2010,Cat 3,189.0,False
1999288N12129,EVE,1999,10,40.0,74.08,11.4,17.4,14.196428571428571,115.5,129.3,122.24285714285715,1999-10-14 18:00:00,1999-10-18 03:00:00,1990s,Pre-2010,TS,81.0,False
1999310N09138,FRANKIE,1999,11,35.0,64.82000000000001,10.4,13.1,11.790909090909091,122.5,134.9,126.57272727272726,1999-11-06 06:00:00,1999-11-10 06:00:00,1990s,Pre-2010,TS,96.0,False
1999315N13127,GLORIA,1999,11,53.0,98.156,10.3,24.7,15.05,126.6,132.9,130.2875,1999-11-10 12:00:00,1999-11-15 09:00:00,1990s,Pre-2010,TS,117.0,False
1999334N11118,UNNAMED,1999,11,15.0,27.78,10.5,11.3,10.84,115.1,117.5,116.38,1999-11-29 12:00:00,1999-11-30 00:00:00,1990s,Pre-2010,TD,12.0,False
1999342N08116,UNNAMED,1999,12,20.0,37.04,7.9,7.9,7.9,115.1,116.0,115.55,1999-12-07 12:00:00,1999-12-07 21:00:00,1990s,Pre-2010,TD,9.0,True
2000125N06136,DAMREY,2000,5,140.0,259.28000000000003,9.9,16.8,13.208823529411765,131.4,134.9,132.6529411764706,2000-05-05 06:00:00,2000-05-09 09:00:00,2000s,Pre-2010,Cat 5,99.0,True
2000138N16119,LONGWANG,2000,5,45.0,83.34,16.0,24.8,19.31904761904762,118.8,131.0,123.70952380952382,2000-05-17 06:00:00,2000-05-19 18:00:00,2000s,Pre-2010,TS,60.0,False
2000141N18116,UNNAMED,2000,5,30.0,55.56,17.8,22.2,19.31578947368421,116.0,126.8,120.1263157894737,2000-05-20 00:00:00,2000-05-22 06:00:00,2000s,Pre-2010,TD,54.0,False
2000150N11117,UNNAMED,2000,5,20.0,37.04,10.5,10.7,10.6,115.4,116.6,116.0,2000-05-29 00:00:00,2000-05-29 06:00:00,2000s,Pre-2010,TD,6.0,False
2000169N17114,UNNAMED,2000,6,29.0,53.708000000000006,17.1,19.5,18.266666666666666,115.0,115.7,115.38333333333333,2000-06-16 18:00:00,2000-06-17 09:00:00,2000s,Pre-2010,TD,15.0,False
2000184N13133,KIROGI,2000,7,115.0,212.98000000000002,13.1,24.9,18.442857142857143,131.5,134.7,132.44857142857143,2000-07-02 00:00:00,2000-07-06 06:00:00,2000s,Pre-2010,Cat 4,102.0,False
2000185N15117,KAI-TAK,2000,7,75.0,138.9,15.3,24.5,18.883636363636363,117.2,121.6,119.53454545454545,2000-07-02 12:00:00,2000-07-09 06:00:00,2000s,Pre-2010,Cat 1,162.0,False
2000193N10131,UNNAMED,2000,7,25.0,46.300000000000004,9.5,16.7,14.282352941176471,115.3,131.4,124.52058823529411,2000-07-10 18:00:00,2000-07-14 21:00:00,2000s,Pre-2010,TD,99.0,True
2000196N16122,UNNAMED,2000,7,25.0,46.300000000000004,15.5,17.6,16.10909090909091,117.6,122.4,120.39090909090909,2000-07-13 18:00:00,2000-07-15 00:00:00,2000s,Pre-2010,TD,30.0,False
2000202N12131,BOLAVEN,2000,7,30.0,55.56,12.0,24.9,17.477551020408164,123.5,130.8,126.5265306122449,2000-07-19 12:00:00,2000-07-25 12:00:00,2000s,Pre-2010,TD,144.0,False
2000230N08139,BILIS,2000,8,140.0,259.28000000000003,15.4,25.0,19.76451612903226,117.9,134.7,126.58709677419354,2000-08-19 12:00:00,2000-08-23 06:00:00,2000s,Pre-2010,Cat 5,90.0,False
2000232N12116,KAEMI,2000,8,25.0,46.300000000000004,12.1,12.3,12.228571428571428,115.0,116.0,115.52857142857144,2000-08-18 12:00:00,2000-08-19 06:00:00,2000s,Pre-2010,TD,18.0,False
2000237N08138,PRAPIROON,2000,8,60.0,111.12,11.6,24.7,19.564864864864866,124.8,134.4,129.34054054054056,2000-08-24 21:00:00,2000-08-29 09:00:00,2000s,Pre-2010,TS,108.0,False
2000240N22115,MARIA,2000,8,55.0,101.86,18.5,22.4,20.06756756756757,115.0,116.2,115.59189189189188,2000-08-27 06:00:00,2000-08-31 18:00:00,2000s,Pre-2010,TS,108.0,False
2000245N14157,SAOMAI,2000,9,120.0,222.24,23.6,24.8,24.22,131.5,134.7,132.79,2000-09-09 21:00:00,2000-09-11 00:00:00,2000s,Pre-2010,Cat 4,27.0,False
2000248N17117,WUKONG,2000,9,65.0,120.38000000000001,16.6,19.0,17.767857142857142,115.0,117.7,116.68571428571428,2000-09-04 06:00:00,2000-09-07 15:00:00,2000s,Pre-2010,Cat 1,81.0,False
2000248N18126,BOPHA,2000,9,53.0,98.156,16.3,25.0,20.47142857142857,121.8,134.8,126.29761904761905,2000-09-04 06:00:00,2000-09-12 00:00:00,2000s,Pre-2010,TS,186.0,False
2000295N20146,YAGI,2000,10,70.0,129.64000000000001,21.7,25.0,23.43846153846154,123.6,134.9,128.10384615384615,2000-10-22 15:00:00,2000-10-28 03:00:00,2000s,Pre-2010,Cat 1,132.0,False
2000299N08139,XANGSANE,2000,10,90.0,166.68,9.1,24.2,15.176923076923078,117.9,135.0,123.1,2000-10-25 15:00:00,2000-11-01 00:00:00,2000s,Pre-2010,Cat 2,153.0,True
2000305N06136,BEBINCA,2000,10,85.0,157.42000000000002,6.8,20.6,15.126229508196722,115.0,134.6,121.74262295081968,2000-10-30 18:00:00,2000-11-07 06:00:00,2000s,Pre-2010,Cat 2,180.0,True
2000313N18126,UNNAMED,2000,11,30.0,55.56,18.0,25.0,21.099999999999998,124.2,125.9,124.67857142857143,2000-11-07 12:00:00,2000-11-09 03:00:00,2000s,Pre-2010,TD,39.0,False
2000332N08133,RUMBIA,2000,11,55.0,101.86,8.2,12.0,10.473584905660378,115.1,132.7,124.69245283018867,2000-11-27 00:00:00,2000-12-03 12:00:00,2000s,Pre-2010,TS,156.0,True
2000334N08130,RUMBIA,2000,11,44.0,81.488,8.3,12.1,9.8,121.7,130.7,127.3,2000-11-28 18:00:00,2000-12-01 12:00:00,2000s,Pre-2010,TS,66.0,True
2000364N07130,SOULIK,2000,12,60.0,111.12,7.4,17.0,12.885714285714286,127.3,135.0,130.7904761904762,2000-12-28 18:00:00,2001-01-02 21:00:00,2000s,Pre-2010,TS,123.0,True
2001047N09134,UNNAMED,2001,2,25.0,46.300000000000004,8.8,15.1,11.434042553191489,119.1,133.9,124.01702127659574,2001-02-16 06:00:00,2001-02-22 00:00:00,2000s,Pre-2010,TD,138.0,True
2001106N04138,UNNAMED,2001,4,25.0,46.300000000000004,6.1,15.5,10.746666666666668,126.0,134.8,129.4488888888889,2001-04-17 06:00:00,2001-04-22 18:00:00,2000s,Pre-2010,TD,132.0,True
2001125N05129,CIMARON,2001,5,50.0,92.60000000000001,5.3,24.9,13.891666666666667,119.1,129.0,123.04305555555555,2001-05-05 00:00:00,2001-05-13 21:00:00,2000s,Pre-2010,TS,213.0,True
2001170N11138,CHEBI,2001,6,98.0,181.496,12.2,24.8,17.662068965517243,119.2,134.8,125.22068965517242,2001-06-20 00:00:00,2001-06-23 12:00:00,2000s,Pre-2010,Cat 3,84.0,False
2001180N15118,DURIAN,2001,6,35.0,64.82000000000001,15.0,16.6,15.88888888888889,115.1,117.8,116.3777777777778,2001-06-29 00:00:00,2001-06-30 00:00:00,2000s,Pre-2010,TS,24.0,False
2001181N08141,UTOR,2001,7,80.0,148.16,12.5,22.3,18.014285714285712,115.4,134.9,123.83214285714287,2001-07-02 12:00:00,2001-07-05 21:00:00,2000s,Pre-2010,Cat 1,81.0,False
2001189N13130,TRAMI,2001,7,40.0,74.08,12.8,24.5,19.386486486486486,119.5,130.3,124.16756756756756,2001-07-07 18:00:00,2001-07-12 06:00:00,2000s,Pre-2010,TS,108.0,False
2001204N19127,YUTU,2001,7,85.0,157.42000000000002,18.7,20.6,19.922222222222224,115.2,126.7,120.89999999999999,2001-07-22 12:00:00,2001-07-24 15:00:00,2000s,Pre-2010,Cat 2,51.0,False
2001206N14134,TORAJI,2001,7,93.0,172.23600000000002,13.8,24.8,18.71,120.8,133.8,126.3875,2001-07-25 06:00:00,2001-07-30 03:00:00,2000s,Pre-2010,Cat 2,117.0,False
2001213N18139,UNNAMED,2001,8,29.0,53.708000000000006,20.7,25.0,23.0375,120.3,134.8,127.625,2001-08-01 18:00:00,2001-08-03 15:00:00,2000s,Pre-2010,TD,45.0,False
2001220N17118,USAGI,2001,8,25.0,46.300000000000004,16.7,16.8,16.759999999999998,115.0,117.5,116.24000000000001,2001-08-08 06:00:00,2001-08-08 18:00:00,2000s,Pre-2010,TD,12.0,False
2001225N18146,PABUK,2001,8,88.0,162.976,25.0,25.0,25.0,134.8,134.8,134.8,2001-08-18 21:00:00,2001-08-18 21:00:00,2000s,Pre-2010,Cat 2,0.0,False
2001228N15118,UNNAMED,2001,8,29.0,53.708000000000006,14.0,17.0,15.660606060606058,116.0,119.0,117.24545454545455,2001-08-16 00:00:00,2001-08-20 00:00:00,2000s,Pre-2010,TD,96.0,False
2001239N19116,FITOW,2001,8,15.0,27.78,19.3,19.3,19.3,115.0,115.9,115.43333333333334,2001-08-27 06:00:00,2001-08-27 12:00:00,2000s,Pre-2010,TD,6.0,False
2001248N23125,NARI,2001,9,75.0,138.9,22.5,24.9,23.442105263157895,115.4,125.1,120.80526315789474,2001-09-05 00:00:00,2001-09-20 06:00:00,2000s,Pre-2010,Cat 1,366.0,False
2001264N21126,LEKIMA,2001,9,93.0,172.23600000000002,19.3,25.0,21.3078125,120.3,125.8,122.1453125,2001-09-21 00:00:00,2001-09-28 21:00:00,2000s,Pre-2010,Cat 2,189.0,False
2001284N16132,HAIYAN,2001,10,83.0,153.716,16.1,24.9,19.6875,124.4,131.7,128.95250000000001,2001-10-11 06:00:00,2001-10-16 03:00:00,2000s,Pre-2010,Cat 2,117.0,False
2001309N10130,LINGLING,2001,11,105.0,194.46,9.8,13.5,11.459999999999999,115.0,130.4,122.6925,2001-11-05 06:00:00,2001-11-10 03:00:00,2000s,Pre-2010,Cat 3,117.0,True
2001321N07148,UNNAMED,2001,11,35.0,64.82000000000001,11.0,23.2,14.5775,128.4,134.7,130.8775,2001-11-20 09:00:00,2001-11-25 06:00:00,2000s,Pre-2010,TS,117.0,False
2001323N05107,UNNAMED,2001,11,35.0,64.82000000000001,7.1,8.4,8.027272727272727,115.1,118.6,116.61818181818181,2001-11-22 06:00:00,2001-11-23 12:00:00,2000s,Pre-2010,TS,30.0,True
2001338N10130,KAJIKI,2001,12,35.0,64.82000000000001,9.7,12.9,11.176666666666668,115.1,130.2,122.78,2001-12-04 00:00:00,2001-12-07 15:00:00,2000s,Pre-2010,TS,87.0,True
2002008N07141,TAPAH,2002,1,48.0,88.896,9.2,19.0,12.86060606060606,122.1,134.9,127.89090909090908,2002-01-10 00:00:00,2002-01-14 00:00:00,2000s,Pre-2010,TS,96.0,True
2002057N06156,MITAG,2002,3,140.0,259.28000000000003,10.4,18.3,14.728947368421053,129.9,134.8,132.0421052631579,2002-03-03 15:00:00,2002-03-09 00:00:00,2000s,Pre-2010,Cat 5,129.0,False
2002078N04138,UNNAMED,2002,3,30.0,55.56,5.6,11.3,8.813157894736841,115.2,134.5,125.20526315789475,2002-03-19 06:00:00,2002-03-23 21:00:00,2000s,Pre-2010,TD,111.0,True
2002146N17113,UNNAMED,2002,5,25.0,46.300000000000004,19.2,23.2,20.736842105263158,115.0,120.1,117.66842105263157,2002-05-27 18:00:00,2002-05-30 00:00:00,2000s,Pre-2010,TD,54.0,False
2002155N20112,NOGURI,2002,6,75.0,138.9,19.9,24.9,21.451612903225808,115.2,125.4,121.33870967741936,2002-06-06 03:00:00,2002-06-09 18:00:00,2000s,Pre-2010,Cat 1,87.0,False
2002178N04155,CHATAAN,2002,7,130.0,240.76000000000002,20.1,24.6,22.119999999999997,132.6,134.9,133.60999999999999,2002-07-07 12:00:00,2002-07-08 15:00:00,2000s,Pre-2010,Cat 4,27.0,False
2002178N10139,RAMMASUN,2002,6,100.0,185.20000000000002,12.3,24.7,18.2,125.3,134.9,130.60666666666668,2002-06-29 21:00:00,2002-07-03 12:00:00,2000s,Pre-2010,Cat 3,87.0,False
2002187N11160,HALONG,2002,7,133.0,246.316,17.6,24.5,21.133333333333333,128.0,134.7,131.225,2002-07-12 18:00:00,2002-07-14 03:00:00,2000s,Pre-2010,Cat 4,33.0,False
2002189N21116,NAKRI,2002,7,40.0,74.08,21.3,25.0,23.152380952380952,116.4,122.2,119.23333333333333,2002-07-07 18:00:00,2002-07-10 06:00:00,2000s,Pre-2010,TS,60.0,False
2002199N08130,UNNAMED,2002,7,35.0,64.82000000000001,8.4,16.6,12.679487179487179,119.4,130.3,123.81025641025641,2002-07-17 12:00:00,2002-07-22 06:00:00,2000s,Pre-2010,TS,114.0,True
2002200N21150,FUNG-WONG,2002,7,70.0,129.64000000000001,20.6,24.6,22.24642857142857,130.1,135.0,132.24642857142857,2002-07-22 00:00:00,2002-07-25 18:00:00,2000s,Pre-2010,Cat 1,90.0,False
2002214N19120,KAMMURI,2002,8,55.0,101.86,19.0,25.0,21.159259259259258,115.1,120.0,116.88148148148149,2002-08-01 18:00:00,2002-08-05 12:00:00,2000s,Pre-2010,TS,90.0,False
2002222N11131,UNNAMED,2002,8,35.0,64.82000000000001,10.4,15.0,12.656756756756756,117.2,131.2,125.16216216216216,2002-08-10 06:00:00,2002-08-14 18:00:00,2000s,Pre-2010,TS,108.0,False
